PlayerId;Year;Team Id;League Id;GP;Min;W;L;T/OL;ENG;SO;GA;SA;GR
159;2020;74;10;7;23940;0;0;0;0;0;12;203;0
159;2019;74;10;21;71820;0;0;0;0;0;46;613;0
159;2018;85;10;10;34200;0;0;0;0;0;24;282;0
159;2018;55;1;29;99180;0;0;0;0;0;104;813;0
159;2014;218;14;2;7200;0;0;0;0;0;11;47;0
159;2015;218;14;34;116280;0;0;0;0;0;54;831;0
159;2016;218;14;37;126540;0;0;0;0;0;84;866;0
159;2017;218;14;29;99180;0;0;0;0;0;59;656;0
159;2017;55;1;3;10800;0;0;0;0;0;11;89;0
179;2021;3732;91;5;18438;4;0;1;0;0;6;190;51
179;2019;4796;57;3;10800;0;0;0;0;0;4;143;0
179;2019;4731;54;8;27360;0;0;0;0;0;29;254;0
179;2017;773;54;1;1200;0;0;0;0;0;0;0;0
179;2016;753;54;12;41040;0;0;0;0;0;42;408;0
184;2021;2197;54;6;18613;2;3;1;0;0;16;157;45
184;2020;910;53;12;41040;0;0;0;0;0;25;309;0
206;2021;768;54;44;148002;26;15;3;0;1;110;1246;64
206;2020;3730;54;3;10800;0;0;0;0;0;9;76;0
206;2020;744;2;7;23940;0;0;0;0;0;30;254;0
206;2019;744;2;1;300;0;0;0;0;0;0;3;0
206;2018;744;2;14;47880;0;0;0;0;0;35;376;0
206;2019;3730;54;33;112860;0;0;0;0;0;95;913;0
206;2018;3730;54;11;37620;2;5;0;0;0;24;261;0
206;2016;753;54;1;3900;0;0;0;0;0;2;37;0
215;2021;2023;109;25;82682;14;8;3;0;0;79;714;50
230;2021;871;19;25;81896;12;11;2;3;1;70;695;65
230;2020;774;54;16;54720;0;0;0;0;0;55;440;0
230;2019;774;54;15;51300;0;0;0;0;0;42;412;0
230;2019;4734;91;13;44460;0;0;0;0;0;40;367;0
230;2016;766;54;3;10800;0;0;0;0;0;4;75;0
233;2021;29;0;55;192157;38;14;2;4;9;116;1467;70
233;2020;14;0;30;96480;15;9;2;0;2;82;738;0
233;2019;14;0;31;100440;16;7;4;0;2;80;796;0
233;2018;57;1;2;7200;0;0;0;0;0;7;57;0
233;2018;14;0;26;83820;11;11;1;0;1;69;741;0
233;2017;14;0;43;151320;23;11;7;0;1;112;1228;0
233;2003;220;14;6;20520;0;0;0;0;0;12;136;0
233;2004;220;14;9;30780;0;0;0;0;0;10;182;0
233;2005;220;14;35;119700;0;0;0;0;0;52;839;0
233;2006;220;14;36;123120;0;0;0;0;0;72;935;0
233;2012;61;1;2;7200;0;0;0;0;0;3;56;0
233;2008;56;1;30;102600;0;0;0;0;0;66;892;0
233;2007;56;1;44;150480;0;0;0;0;0;117;1376;0
233;2006;56;1;8;27360;0;0;0;0;0;32;0;0
233;2016;19;0;49;170640;26;18;3;0;2;121;1338;0
233;2015;16;0;42;135660;23;8;6;0;4;78;1113;0
233;2014;16;0;46;152760;26;14;3;0;5;96;1150;0
233;2013;16;0;31;97440;18;6;2;2;4;53;681;0
233;2012;16;0;24;77520;14;8;1;1;3;49;526;0
233;2011;16;0;38;134100;23;10;4;4;9;58;972;0
233;2010;25;0;12;41400;2;8;1;1;0;44;404;0
233;2010;28;0;43;137580;13;19;8;4;3;122;1147;0
233;2009;28;0;55;182280;29;18;4;6;5;130;1424;0
233;2008;28;0;31;100020;16;8;3;3;1;77;786;0
233;2007;28;0;1;3600;1;0;0;0;0;1;29;0
242;2021;886;4;43;150481;28;13;2;0;1;95;1268;74
242;2020;886;4;32;109440;0;0;0;0;0;74;813;0
242;2012;888;48;14;47880;0;0;0;0;0;31;373;0
242;2006;891;48;24;82080;0;0;0;0;0;37;587;0
242;2004;956;48;2;7200;0;0;0;0;0;14;65;0
242;2019;737;2;30;102600;0;0;0;0;0;89;817;0
242;2018;737;2;52;177840;0;0;0;0;0;128;1471;0
242;2017;737;2;52;177840;0;0;0;0;0;102;1325;0
242;2019;476;22;3;10800;0;0;0;0;0;6;88;0
242;2018;886;4;10;34200;0;0;0;0;0;18;247;0
242;2016;62;1;18;61560;0;0;0;0;0;30;469;0
242;2016;63;1;3;10800;0;0;0;0;0;9;0;0
242;2016;3;0;6;16440;0;3;1;0;0;18;141;0
242;2015;11;0;16;51360;7;5;1;0;2;31;398;0
242;2014;12;0;13;37800;5;5;0;0;1;25;267;0
242;2014;17;0;37;132240;13;21;2;0;1;120;1237;0
242;2013;17;0;28;94440;4;17;5;6;0;74;834;0
242;2012;17;0;12;37380;4;4;1;1;1;27;332;0
242;2011;17;0;26;83940;8;11;4;3;1;63;756;0
242;2010;58;1;41;140220;0;0;0;0;0;108;0;0
242;2010;17;0;14;46140;9;2;2;0;1;35;377;0
242;2009;58;1;48;164160;0;0;0;0;0;108;0;0
242;2009;17;0;1;3480;0;1;0;0;0;4;37;0
242;2008;58;1;58;198360;0;0;0;0;0;152;1767;0
242;2007;891;4;27;92340;0;0;0;0;0;55;809;0
254;2021;556;9;8;26116;5;3;0;1;0;21;216;52
254;2019;556;9;1;3600;0;0;0;0;0;5;30;0
254;2017;555;9;6;20520;0;0;0;0;0;39;223;0
261;2021;766;54;22;76897;10;11;1;2;0;52;645;53
261;2020;766;54;25;85500;0;0;0;0;0;40;645;0
261;2020;745;2;1;3600;0;0;0;0;0;2;29;0
261;2019;912;53;1;3600;0;0;0;0;0;9;51;0
261;2019;766;54;10;34200;0;0;0;0;0;19;250;0
261;2018;912;53;21;71820;0;0;0;0;0;53;707;0
261;2018;766;54;4;13680;0;0;0;0;0;9;115;0
261;2017;766;54;1;1200;0;0;0;0;0;0;0;0
261;2016;766;54;3;10800;0;0;0;0;0;15;101;0
262;2021;35;0;23;77061;7;13;2;2;0;79;759;65
262;2020;4182;0;36;128820;26;10;0;0;6;71;989;0
262;2019;4182;0;49;172800;27;16;5;0;5;133;1399;0
262;2018;4182;0;61;218100;35;21;5;0;8;152;1745;0
262;2017;4182;0;46;160380;29;13;4;0;4;100;1376;0
262;2016;15;0;38;127500;18;10;7;0;1;107;1181;0
262;2015;15;0;58;207780;35;17;6;0;5;132;1665;0
262;2014;15;0;64;226560;34;20;9;0;10;146;1831;0
262;2013;15;0;64;227520;39;18;5;2;5;150;1774;0
262;2012;15;0;33;111480;23;8;0;2;1;74;881;0
262;2011;15;0;67;233760;42;17;4;6;3;153;1768;0
262;2010;15;0;65;221700;36;20;5;5;3;143;1742;0
262;2009;15;0;67;227880;37;21;6;4;1;168;1772;0
262;2008;15;0;62;218460;35;18;7;5;4;162;1850;0
262;2007;59;1;5;17100;0;0;0;0;0;7;140;0
262;2007;15;0;35;111420;19;10;2;2;4;72;909;0
262;2006;15;0;67;234300;40;16;9;2;5;184;1954;0
262;2005;59;1;12;41040;0;0;0;0;0;18;295;0
262;2005;15;0;50;168540;13;27;6;3;1;152;1485;0
262;2004;59;1;54;184680;0;0;0;0;0;129;0;0
262;2003;140;13;10;34200;0;0;0;0;0;19;284;0
262;2003;15;0;21;69240;4;14;2;3;1;70;675;0
262;2002;140;13;51;174420;0;0;0;0;0;163;1811;0
262;2001;140;13;55;188100;0;0;0;0;0;145;1706;0
262;2000;140;13;35;119700;0;0;0;0;0;135;1184;0
273;2021;2167;147;3;10800;1;2;0;0;0;7;90;48
273;2011;513;83;4;13680;0;0;0;0;0;12;130;0
273;2019;613;16;35;119700;0;0;0;0;0;145;1330;0
273;2018;613;147;26;88920;0;0;0;0;0;72;699;0
276;2021;934;53;23;84032;15;5;3;2;0;55;688;53
276;2020;934;53;25;85500;0;0;0;0;0;52;578;0
276;2019;934;53;4;13680;0;0;0;0;0;4;55;0
276;2019;2546;53;8;27360;0;0;0;0;0;15;231;0
301;2021;170;33;4;14351;3;1;0;0;0;9;121;50
323;2021;9;0;59;203354;23;28;4;2;0;177;2083;74
323;2020;9;0;34;105300;8;15;8;0;2;79;894;0
323;2006;1515;10;3;10800;0;0;0;0;0;7;99;0
323;2019;20;0;31;95760;16;9;4;0;0;73;838;0
323;2018;20;0;43;137640;23;14;2;0;5;87;1185;0
323;2017;20;0;27;89520;13;8;2;0;1;95;879;0
323;2012;60;1;1;3600;0;0;0;0;0;5;0;0
323;2008;60;1;57;194940;0;0;0;0;0;134;0;0
323;2007;60;1;41;140220;0;0;0;0;0;120;1111;0
323;2006;60;1;43;147060;0;0;0;0;0;107;0;0
323;2010;874;4;32;109440;0;0;0;0;0;89;899;0
323;2012;638;6;9;30780;0;0;0;0;0;30;316;0
323;2005;632;6;27;92340;0;0;0;0;0;63;851;0
323;2004;632;6;8;27360;0;0;0;0;0;16;250;0
323;2003;632;6;1;3600;0;0;0;0;0;12;30;0
323;2016;20;0;51;168780;26;18;5;0;3;126;1453;0
323;2015;20;0;41;137220;23;11;4;0;1;90;1197;0
323;2014;15;0;20;69540;9;6;3;0;0;50;546;0
323;2013;26;0;25;78720;10;8;5;2;2;50;626;0
323;2012;27;0;6;18480;1;4;0;1;1;13;153;0
323;2011;27;0;19;62580;9;7;1;2;0;40;472;0
323;2009;27;0;16;46920;7;4;1;2;0;35;399;0
323;2007;27;0;3;7740;0;1;1;0;0;7;50;0
325;2021;935;57;4;14400;3;0;1;0;0;9;141;45
327;2021;172;33;7;24614;5;1;1;0;0;18;188;51
335;2021;18;0;44;153319;20;19;2;1;2;139;1316;65
335;2020;5;0;19;65400;9;6;4;0;2;46;482;0
335;2005;1521;10;20;68400;0;0;0;0;0;39;574;0
335;2019;5;0;31;109980;18;6;6;0;3;73;905;0
335;2018;5;0;40;138480;22;11;4;0;5;90;1158;0
335;2017;20;0;54;181440;20;26;6;0;1;161;1744;0
335;2016;52;1;27;92340;0;0;0;0;0;55;733;0
335;2007;51;1;28;95760;0;0;0;0;0;56;789;0
335;2006;51;1;28;95760;0;0;0;0;0;53;0;0
335;2005;51;1;13;44460;0;0;0;0;0;28;384;0
335;2004;1340;13;47;160740;0;0;0;0;0;124;1425;0
335;2003;778;8;12;41040;0;0;0;0;0;19;328;0
335;2016;20;0;28;96300;12;9;5;0;2;75;885;0
335;2015;20;0;36;125460;18;13;4;0;3;80;984;0
335;2014;20;0;59;213000;38;17;4;0;6;144;1673;0
335;2013;22;0;12;42060;5;4;3;0;1;27;383;0
335;2013;16;0;40;134280;24;9;4;3;4;83;1002;0
335;2012;16;0;16;48780;6;5;1;2;3;29;286;0
335;2011;16;0;46;164820;26;12;7;3;6;90;1211;0
335;2010;16;0;57;197640;27;21;7;3;7;136;1518;0
335;2009;0;0;45;157800;26;13;5;3;5;105;1386;0
335;2008;0;0;34;115860;18;14;1;0;1;92;1077;0
335;2007;0;0;6;17100;2;1;1;0;1;10;151;0
335;2006;0;0;16;54720;10;6;0;2;2;44;469;0
342;2021;1581;118;18;58293;10;8;0;1;0;57;474;82
342;2021;3730;54;6;19500;3;2;1;0;0;11;160;67
342;2020;1093;54;13;44460;0;0;0;0;0;48;436;0
342;2019;1093;54;20;68400;0;0;0;0;0;40;541;0
342;2019;924;53;24;82080;0;0;0;0;0;47;635;0
342;2018;765;55;3;10800;0;0;0;0;0;4;83;0
342;2018;924;53;27;92340;0;0;0;0;0;53;646;0
351;2021;65;1;26;92089;14;8;3;0;1;81;710;61
351;2021;4882;114;18;57291;10;6;2;1;0;61;487;87
351;2021;426;46;1;3600;1;0;0;0;0;3;25;61
351;2020;141;13;20;68400;0;0;0;0;0;74;655;0
351;2019;141;13;40;136800;0;0;0;0;0;150;1402;0
351;2018;141;13;49;167580;0;0;0;0;0;116;1333;0
351;2017;141;13;39;133380;0;0;0;0;0;125;1136;0
351;2016;141;13;50;171000;0;0;0;0;0;160;1509;0
367;2021;646;6;6;21709;3;3;0;0;0;16;190;47
376;2021;45;1;28;97638;12;13;2;3;1;83;844;68
376;2020;18;0;21;75600;7;11;3;0;0;77;695;0
376;2009;77;10;12;41040;0;0;0;0;0;34;382;0
376;2019;22;0;48;164580;25;14;6;0;0;142;1385;0
376;2018;22;0;59;204420;32;19;5;0;3;160;1795;0
376;2017;22;0;54;184080;34;16;4;0;0;153;1648;0
376;2016;22;0;63;220800;42;13;6;0;9;127;1690;0
376;2015;22;0;66;230460;48;9;7;0;3;141;1802;0
376;2014;22;0;73;254820;41;20;10;0;9;157;2044;0
376;2013;22;0;48;159360;23;15;4;3;4;126;1475;0
376;2012;65;1;25;85500;0;0;0;0;0;51;750;0
376;2012;22;0;36;125340;23;12;1;2;4;90;1123;0
376;2011;65;1;40;136800;0;0;0;0;0;99;1053;0
376;2011;22;0;7;21660;4;2;1;0;1;15;192;0
376;2010;65;1;30;102600;0;0;0;0;0;65;813;0
376;2010;22;0;14;44160;10;2;2;0;2;22;332;0
376;2009;65;1;37;126540;0;0;0;0;0;82;0;0
376;2008;90;12;61;208620;0;0;0;0;0;152;1689;0
376;2007;90;12;64;218880;0;0;0;0;0;173;1880;0
376;2006;90;12;51;174420;0;0;0;0;0;156;1486;0
376;2005;90;12;1;3600;0;0;0;0;0;4;53;0
377;2021;1478;83;34;116685;25;7;2;1;0;76;988;71
377;2021;520;5;8;25941;5;2;1;1;0;17;196;73
377;2020;1481;83;29;99180;0;0;0;0;0;66;805;0
377;2020;520;5;2;7200;0;0;0;0;0;6;76;0
377;2016;520;5;4;13680;0;0;0;0;0;8;110;0
377;2019;1481;83;48;164160;0;0;0;0;0;111;1337;0
377;2018;1481;83;14;47880;0;0;0;0;0;50;427;0
377;2017;1872;83;5;17100;0;0;0;0;0;18;140;0
377;2017;1481;83;18;61560;0;0;0;0;0;38;475;0
377;2016;1481;83;30;102600;0;0;0;0;0;74;902;0
381;2021;920;53;5;18406;3;0;2;0;0;7;149;51
381;2020;920;53;27;92340;0;0;0;0;0;90;909;0
394;2021;982;69;6;21037;2;4;0;2;0;23;184;50
394;2018;474;22;5;17100;0;0;0;0;0;12;138;0
404;2021;3721;54;31;108876;22;7;2;1;0;57;946;58
404;2020;915;53;32;109440;0;0;0;0;0;68;829;0
404;2019;915;53;25;85500;0;0;0;0;0;41;569;0
404;2018;915;53;5;17100;0;0;0;0;0;10;112;0
445;2021;12;0;54;191404;33;19;2;1;4;168;1779;72
445;2020;12;0;32;107700;12;11;7;0;3;76;799;0
445;2008;74;10;33;112860;0;0;0;0;0;85;914;0
445;2007;84;10;27;92340;0;0;0;0;0;51;773;0
445;2012;735;2;26;88920;0;0;0;0;0;73;830;0
445;2019;12;0;30;100620;16;8;4;0;0;62;882;0
445;2018;12;0;41;133200;16;17;5;0;2;95;1232;0
445;2017;5;0;31;106860;16;6;7;0;1;76;876;0
445;2016;38;1;11;37620;0;0;0;0;0;28;269;0
445;2016;5;0;16;53100;7;6;1;0;0;39;405;0
445;2015;62;1;31;106020;0;0;0;0;0;72;911;0
445;2015;30;0;9;21360;3;3;0;0;1;16;175;0
445;2014;24;0;34;115200;8;17;6;0;1;87;874;0
445;2013;41;1;2;7200;0;0;0;0;0;6;83;0
445;2013;24;0;36;125040;19;14;1;5;1;80;1076;0
445;2012;5;0;14;48180;9;4;1;0;1;31;388;0
445;2011;38;1;44;150480;0;0;0;0;0;109;0;0
445;2011;5;0;1;3600;1;0;0;0;0;1;45;0
445;2010;50;1;34;116280;0;0;0;0;0;83;0;0
445;2010;38;1;16;54720;0;0;0;0;0;36;450;0
445;2010;35;0;4;11340;2;1;0;1;1;5;86;0
445;2009;50;1;40;136800;0;0;0;0;0;92;989;0
445;2009;35;0;2;4140;2;0;0;0;0;1;48;0
445;2008;50;1;10;34200;0;0;0;0;0;29;0;0
445;2007;50;1;12;41040;0;0;0;0;0;23;0;0
445;2005;90;12;44;150480;0;0;0;0;0;121;1458;0
456;2021;4883;33;5;18000;4;1;0;0;0;9;168;46
462;2021;1562;111;25;91029;17;6;2;1;0;56;760;41
495;2021;212;14;38;135964;20;12;6;1;1;93;1112;67
495;2020;212;14;18;61560;0;0;0;0;0;42;452;0
495;2019;212;14;27;92340;0;0;0;0;0;55;688;0
495;2018;1012;70;26;88920;0;0;0;0;0;99;892;0
500;2021;4182;0;59;213283;46;10;2;0;8;118;1608;74
500;2020;4182;0;19;69300;13;4;2;0;1;44;505;0
500;2019;4182;0;3;10800;3;0;0;0;1;5;83;0
500;2019;8;0;33;112500;16;10;5;0;0;94;1152;0
500;2018;20;0;46;156960;25;13;5;0;6;93;1323;0
500;2017;17;0;53;171120;14;26;9;0;3;143;1560;0
500;2015;39;1;3;10800;0;0;0;0;0;10;89;0
500;2012;56;1;31;106020;0;0;0;0;0;62;0;0
500;2011;56;1;40;136800;0;0;0;0;0;124;0;0
500;2010;56;1;22;75240;0;0;0;0;0;56;636;0
500;2009;56;1;2;7200;0;0;0;0;0;6;0;0
500;2009;126;11;47;160740;0;0;0;0;0;125;1524;0
500;2016;17;0;59;204300;23;26;8;0;2;152;1910;0
500;2015;17;0;21;69840;5;9;5;0;1;48;634;0
500;2014;28;0;25;88260;9;12;3;0;0;74;779;0
500;2013;28;0;36;116520;12;15;6;5;1;99;1141;0
500;2012;28;0;12;44100;5;3;4;0;0;27;424;0
500;2011;28;0;5;17940;3;2;0;0;1;10;154;0
500;2010;28;0;8;20460;1;4;0;1;0;20;178;0
502;2021;398;44;6;21535;3;1;2;0;0;17;181;51
502;2020;398;44;3;10800;0;0;0;0;0;12;95;0
502;2019;100;12;2;7200;0;0;0;0;0;12;71;0
502;2019;398;44;1;3600;0;0;0;0;0;2;31;0
513;2021;567;2;48;154125;19;28;1;5;0;139;1312;68
513;2020;567;2;23;78660;0;0;0;0;0;54;667;0
513;2007;888;48;18;61560;0;0;0;0;0;56;560;0
513;2012;566;3;13;44460;0;0;0;0;0;29;414;0
513;2019;740;2;36;123120;0;0;0;0;0;82;1065;0
513;2018;832;7;31;106020;12;17;0;0;1;95;990;0
513;2017;54;1;56;191520;0;0;0;0;0;150;1630;0
513;2016;49;1;4;13680;0;0;0;0;0;13;100;0
513;2016;892;4;23;78660;0;0;0;0;0;57;679;0
513;2015;26;0;19;54360;5;7;1;0;0;47;443;0
513;2014;45;1;7;23940;0;0;0;0;0;11;0;0
513;2014;17;0;16;53460;4;8;2;0;0;41;542;0
513;2014;12;0;10;31020;2;8;0;0;0;32;256;0
513;2013;36;1;2;7200;0;0;0;0;0;3;0;0
513;2013;29;0;23;78120;8;12;2;2;1;63;580;0
513;2012;29;0;24;78240;10;10;1;3;0;63;642;0
513;2011;54;1;2;7200;0;0;0;0;0;7;58;0
513;2011;32;0;16;47520;5;8;0;4;0;32;364;0
513;2010;54;1;4;13680;0;0;0;0;0;10;118;0
513;2010;32;0;22;67860;11;5;2;0;2;49;576;0
513;2009;878;4;42;143640;0;0;0;0;0;98;1126;0
513;2008;874;4;24;82080;0;0;0;0;0;59;702;0
521;2021;1885;53;29;101036;18;9;2;2;0;80;855;57
521;2020;4791;55;2;7200;0;0;0;0;0;4;52;0
521;2020;1885;53;30;102600;0;0;0;0;0;62;816;0
521;2019;1885;53;9;30780;0;0;0;0;0;18;184;0
521;2019;4791;55;21;71820;0;0;0;0;0;30;508;0
527;2021;2547;53;5;18000;3;1;1;0;0;13;140;47
527;2020;2547;53;23;78660;0;0;0;0;0;90;756;0
528;2018;2169;22;4;13680;0;0;0;0;0;38;212;0
528;2012;2169;22;1;3600;0;0;0;0;0;3;27;0
535;2021;89;12;8;23613;4;4;0;2;0;28;185;50
535;2020;89;12;2;7200;0;0;0;0;0;10;71;0
535;2019;89;12;2;7200;0;0;0;0;0;6;63;0
544;2021;19;0;48;171014;21;21;5;1;2;156;1411;62
544;2020;19;0;43;150480;22;19;2;0;3;111;1161;0
544;2019;18;0;43;153120;23;16;4;0;2;117;1420;0
544;2018;18;0;60;215940;28;23;9;0;1;166;1896;0
544;2017;18;0;60;204840;23;26;7;0;2;154;1745;0
544;2015;61;1;2;7200;0;0;0;0;0;5;55;0
544;2014;61;1;32;109440;0;0;0;0;0;57;0;0
544;2013;48;1;29;99180;0;0;0;0;0;71;0;0
544;2012;48;1;33;112860;0;0;0;0;0;83;0;0
544;2011;48;1;32;109440;0;0;0;0;0;71;973;0
544;2010;39;1;37;126540;0;0;0;0;0;105;1129;0
544;2009;874;4;43;147060;0;0;0;0;0;82;1123;0
544;2008;874;4;35;119700;0;0;0;0;0;79;952;0
544;2007;874;4;7;23940;0;0;0;0;0;21;188;0
544;2016;18;0;26;85020;10;11;3;0;0;62;692;0
544;2015;18;0;33;110820;13;14;4;0;0;84;988;0
544;2014;18;0;3;4680;1;1;0;0;0;4;33;0
544;2013;18;0;4;12000;1;2;0;1;0;10;76;0
544;2013;31;0;12;36840;1;6;3;1;0;36;285;0
544;2012;31;0;23;75960;8;14;1;5;0;68;685;0
544;2011;31;0;7;22980;2;4;1;3;0;17;222;0
544;2010;31;0;1;2400;0;1;0;1;0;2;14;0
548;2021;204;14;1;3600;1;0;0;0;0;3;37;43
548;2020;204;14;3;10800;0;0;0;0;0;16;99;0
548;2019;204;14;19;64980;0;0;0;0;0;60;561;0
548;2018;261;35;15;51300;0;0;0;0;0;38;362;0
555;2021;925;53;6;21813;5;1;0;0;0;14;182;49
564;2019;1553;245;13;44460;0;0;0;0;0;40;455;0
564;2018;1553;245;13;44460;0;0;0;0;0;31;408;0
571;2021;585;59;1;3600;1;0;0;0;0;5;31;63
