PlayerId;Year;TeamId;LeagueId;GP;Min;W;L;T/OL;ENG;SO;GA;SA;GR
81327;1993;1511;10;3;10800;0;0;0;0;0;11;0;0
81327;1991;106;12;10;34200;0;0;0;0;0;40;325;0
81327;2000;41;10;3;10800;0;0;0;0;0;9;92;0
81327;1993;41;10;3;10800;0;0;0;0;0;11;0;0
81327;1996;38;1;7;23940;0;0;0;0;0;20;227;0
81327;1995;38;1;2;7200;0;0;0;0;0;6;82;0
81327;1994;38;1;9;30780;0;0;0;0;0;32;219;0
81336;1983;40;1;6;20520;0;0;0;0;0;22;0;0
81336;1983;38;1;6;20520;0;0;0;0;0;22;0;0
81336;1978;56;1;5;17100;0;0;0;0;0;16;0;0
81336;1980;10;0;14;49560;7;7;0;0;0;55;0;0
81342;1994;56;1;9;30780;0;0;0;0;0;23;307;0
81342;1992;38;1;2;7200;0;0;0;0;0;8;0;0
81355;1979;63;1;17;58140;0;0;0;0;0;47;0;0
81355;1978;63;1;3;10800;0;0;0;0;0;14;0;0
81355;1985;8;0;2;4860;0;1;0;0;0;9;40;0
81355;1984;8;0;15;54360;9;6;0;3;0;72;547;0
81355;1983;8;0;5;18000;2;3;0;1;0;17;171;0
81355;1982;8;0;8;28800;4;4;0;1;0;32;0;0
81355;1981;8;0;10;33300;5;4;0;0;0;35;0;0
81371;1980;5;0;1;1200;0;1;0;0;0;3;0;0
81375;1999;28;0;6;22320;2;4;0;1;0;16;168;0
81375;1998;15;0;13;47220;6;7;0;1;1;35;350;0
81375;1997;15;0;6;22560;2;4;0;1;0;17;171;0
81375;1995;15;0;10;33480;4;5;0;2;1;26;337;0
81375;1994;15;0;2;4800;0;1;0;0;0;8;41;0
81375;1993;15;0;6;21360;2;4;0;3;0;17;162;0
81375;1992;15;0;12;43320;7;5;0;2;2;35;370;0
81375;1991;15;0;21;73980;16;5;0;1;1;58;622;0
81375;1990;15;0;20;70500;12;7;0;1;1;51;629;0
81375;1988;15;0;11;37860;7;4;0;1;0;40;389;0
81375;1987;17;0;4;13440;1;3;0;1;0;16;120;0
81375;1984;17;0;5;18000;2;3;0;0;0;22;151;0
81375;1983;17;0;3;8340;0;2;0;0;0;8;59;0
81389;1955;3705;1;5;17100;0;0;0;0;0;19;0;0
81389;1966;3726;1;9;30780;0;0;0;0;0;14;0;0
81389;1964;3726;1;4;13680;0;0;0;0;0;14;0;0
81389;1963;3726;1;1;3600;0;0;0;0;0;4;0;0
81389;1955;3704;1;5;17100;0;0;0;0;0;19;0;0
81389;1965;9;0;1;3240;0;1;0;0;0;2;0;0
81389;1960;9;0;4;13200;1;2;0;0;0;9;0;0
81390;1947;3726;1;2;7200;0;0;0;0;0;6;0;0
81390;1946;3726;1;12;41040;0;0;0;0;0;28;0;0
81390;1945;3726;1;6;20520;0;0;0;0;0;18;0;0
81420;1995;3;0;2;1200;0;0;0;0;0;2;13;0
81420;1993;22;0;8;25740;5;2;0;0;1;21;191;0
81420;1992;22;0;2;7140;1;1;0;0;0;9;65;0
81420;1991;22;0;7;25140;3;4;0;3;0;22;212;0
81420;1990;22;0;11;37440;5;5;0;2;1;29;294;0
81420;1989;22;0;8;24060;4;3;0;1;0;18;187;0
81420;1985;12;0;5;18000;2;3;0;1;0;17;158;0
81420;1984;12;0;4;11040;1;1;0;1;0;12;80;0
81420;1983;12;0;13;46920;6;7;0;0;1;40;380;0
81420;1982;12;0;4;14700;2;2;0;1;0;20;0;0
81420;1981;12;0;2;3600;0;1;0;1;0;4;0;0
81420;1980;12;0;6;21600;4;2;0;0;0;26;0;0
81421;1989;26;0;4;14280;1;3;0;0;0;12;105;0
81424;2003;109;11;5;17100;0;0;0;0;0;17;207;0
81424;2002;110;11;13;44460;0;0;0;0;0;49;402;0
81424;2001;110;11;5;17100;0;0;0;0;0;15;153;0
81424;2010;75;10;4;13680;0;0;0;0;0;6;75;0
81424;2009;74;10;9;30780;0;0;0;0;0;33;297;0
81424;2007;78;10;2;7200;0;0;0;0;0;9;80;0
81424;2005;78;10;12;41040;0;0;0;0;0;23;329;0
81424;2005;61;1;4;13680;0;0;0;0;0;14;109;0
81433;1985;26;0;1;720;0;0;0;0;0;0;7;0
81433;1984;26;0;4;10740;1;1;0;2;0;10;98;0
81433;1983;26;0;2;7260;0;2;0;0;0;9;91;0
81444;2003;3;0;13;46440;6;7;0;0;3;27;379;0
81444;2002;3;0;7;31920;3;4;0;0;0;24;282;0
81444;2000;12;0;10;40260;4;6;0;1;0;25;277;0
81444;1999;12;0;23;86580;14;9;0;0;4;45;651;0
81444;1998;12;0;23;92640;16;7;0;1;3;43;617;0
81444;1997;12;0;17;62340;10;7;0;1;1;31;399;0
81444;1995;8;0;9;39960;6;3;0;0;1;23;323;0
81444;1994;8;0;16;60840;9;7;0;1;1;37;479;0
81444;1993;8;0;6;21600;2;4;0;0;0;15;191;0
81444;1992;8;0;4;14940;0;4;0;0;0;13;97;0
81444;1991;8;0;18;56940;12;4;0;0;1;39;398;0
81444;1990;8;0;6;17700;2;4;0;0;0;20;183;0
81444;1989;8;0;9;24540;4;2;0;0;0;17;200;0
81445;1975;3727;1;4;13680;0;0;0;0;0;8;0;0
81445;1973;3727;1;3;10800;0;0;0;0;0;12;0;0
81445;1970;3727;1;1;3600;0;0;0;0;0;4;0;0
81445;1972;14;0;1;600;0;0;0;0;0;1;0;0
81456;1949;3705;1;3;10800;0;0;0;0;0;13;0;0
81456;1942;3705;1;9;30780;0;0;0;0;0;15;0;0
81456;1952;61;1;4;13680;0;0;0;0;0;8;0;0
81456;1950;61;1;2;7200;0;0;0;0;0;15;0;0
81456;1949;3704;1;3;10800;0;0;0;0;0;13;0;0
81456;1945;53;1;2;7200;0;0;0;0;0;7;0;0
81456;1942;3704;1;9;30780;0;0;0;0;0;15;0;0
81456;1955;10;0;2;7200;1;1;0;0;0;9;0;0
81461;1927;6;0;9;33300;5;3;1;0;4;8;0;0
81461;1926;6;0;2;7920;0;1;1;0;0;2;0;0
81461;1925;6;0;4;14400;2;0;2;0;1;5;0;0
81461;1923;2;0;2;7200;0;2;0;0;0;5;0;0
81461;1922;2;0;2;7200;1;1;0;0;1;2;0;0
81461;1921;2;0;2;7200;0;1;1;0;1;5;0;0
81461;1920;2;0;2;7200;2;0;0;0;2;0;0;0
81461;1918;2;0;5;18000;1;4;0;0;0;26;0;0
81461;1916;2;149;2;7200;1;1;0;0;0;7;0;0
81461;1914;2;149;2;7200;1;1;0;0;1;1;0;0
81467;1951;53;1;14;47880;0;0;0;0;0;28;0;0
81467;1949;53;1;4;13680;0;0;0;0;0;15;0;0
81467;1948;53;1;14;47880;0;0;0;0;0;36;0;0
81467;1947;53;1;5;17100;0;0;0;0;0;22;0;0
81495;1985;134;13;3;10800;0;0;0;0;0;28;122;0
81495;1990;51;1;10;34200;0;0;0;0;0;33;0;0
81495;1989;51;1;9;30780;0;0;0;0;0;29;0;0
81509;2006;1514;10;22;75240;0;0;0;0;0;54;628;0
81509;2005;76;10;9;30780;0;0;0;0;0;28;237;0
81509;2004;76;10;7;23940;0;0;0;0;0;10;161;0
81509;2008;59;1;6;20520;0;0;0;0;0;12;190;0
81511;1977;125;13;9;30780;0;0;0;0;0;26;260;0
81511;1976;125;13;12;41040;0;0;0;0;0;45;391;0
81511;1975;125;13;8;27360;0;0;0;0;0;28;230;0
81511;1985;63;1;3;10800;0;0;0;0;0;15;0;0
81511;1983;63;1;5;17100;0;0;0;0;0;17;0;0
81511;1981;39;1;9;30780;0;0;0;0;0;28;0;0
81521;1985;136;13;9;30780;0;0;0;0;0;33;330;0
81521;1984;136;13;14;47880;0;0;0;0;0;53;473;0
81521;1983;132;13;3;10800;0;0;0;0;0;18;105;0
81521;2002;1516;10;8;27360;0;0;0;0;0;23;307;0
81521;2001;1530;10;3;10800;0;0;0;0;0;8;68;0
81521;2000;1530;10;5;17100;0;0;0;0;0;13;157;0
81521;1999;1530;10;2;7200;0;0;0;0;0;6;46;0
81521;1998;1530;10;10;34200;0;0;0;0;0;18;316;0
81521;1997;1530;10;2;7200;0;0;0;0;0;4;0;0
81521;1995;1530;10;2;7200;0;0;0;0;0;6;61;0
81521;1994;1530;10;8;27360;0;0;0;0;0;23;0;0
81521;1993;48;1;11;37620;0;0;0;0;0;30;294;0
81521;1988;3703;1;3;10800;0;0;0;0;0;10;0;0
81521;1987;26;0;5;18000;1;4;0;0;0;25;154;0
81521;1986;26;0;8;26340;4;4;0;0;0;21;210;0
81521;1985;26;0;1;4080;0;1;0;0;0;4;43;0
81529;1983;118;11;1;3600;0;0;0;0;0;5;0;0
81529;1982;118;11;8;27360;0;0;0;0;0;19;0;0
81529;1992;48;1;10;34200;0;0;0;0;0;23;0;0
81529;1991;48;1;19;64980;0;0;0;0;0;46;541;0
81529;1985;63;1;11;37620;0;0;0;0;0;27;0;0
81529;1990;9;0;1;1200;0;0;0;0;0;1;12;0
81529;1989;3;0;4;11760;0;3;0;0;0;14;120;0
81529;1987;3;0;5;15180;2;3;0;0;0;21;135;0
81529;1986;3;0;1;2340;0;0;0;0;0;1;17;0
81536;1941;3709;1;5;17100;0;0;0;0;0;11;0;0
81536;1941;60;1;5;17100;0;0;0;0;0;11;0;0
81536;1936;6;0;5;18000;2;3;0;0;0;11;0;0
81541;1951;3707;1;1;3600;0;0;0;0;0;1;0;0
81541;1944;5;0;7;26220;3;4;0;0;0;22;0;0
81541;1943;3;0;5;18000;1;4;0;0;0;23;0;0
81541;1942;0;0;5;19200;1;4;0;0;1;18;0;0
81541;1941;0;0;3;10800;1;2;0;0;1;8;0;0
81544;1996;112;11;11;37620;0;0;0;0;0;33;0;0
81544;1995;112;11;22;75240;0;0;0;0;0;75;0;0
81544;1994;112;11;6;20520;0;0;0;0;0;27;0;0
81544;1993;112;11;1;3600;0;0;0;0;0;13;0;0
81548;1985;108;11;20;68400;0;0;0;0;0;68;0;0
81548;1984;108;11;14;47880;0;0;0;0;0;36;0;0
81548;1983;108;11;1;3600;0;0;0;0;0;6;0;0
81548;1988;40;1;4;13680;0;0;0;0;0;19;0;0
81548;1999;22;0;1;1200;0;0;0;0;0;1;6;0
81548;1998;25;0;1;540;0;0;0;0;0;1;6;0
81548;1997;25;0;1;60;0;0;0;0;0;0;0;0
81548;1996;25;0;1;1200;0;0;0;0;0;1;13;0
81548;1995;5;0;1;3600;0;1;0;0;0;6;28;0
81548;1994;5;0;1;1500;0;0;0;0;0;1;10;0
81548;1992;21;0;2;4680;0;1;0;0;0;5;39;0
81552;1965;3709;1;12;41040;0;0;0;0;0;27;0;0
81552;1962;3709;1;7;23940;0;0;0;0;0;21;0;0
81552;1961;3709;1;3;10800;0;0;0;0;0;9;0;0
81552;1960;3709;1;4;13680;0;0;0;0;0;17;0;0
81552;1965;60;1;12;41040;0;0;0;0;0;27;0;0
81552;1962;60;1;7;23940;0;0;0;0;0;21;0;0
81552;1961;60;1;3;10800;0;0;0;0;0;9;0;0
81552;1960;60;1;4;13680;0;0;0;0;0;17;0;0
81552;1974;1211;72;1;3540;0;1;0;1;0;5;0;0
81552;1973;1211;72;5;10920;2;2;0;0;0;18;101;0
81552;1972;1211;72;4;13380;1;3;0;0;0;17;146;0
81552;1969;15;0;7;25680;5;2;0;0;0;15;0;0
81555;1996;128;13;6;20520;0;0;0;0;0;20;155;0
81555;1995;137;13;19;64980;0;0;0;0;0;61;545;0
81555;1994;137;13;16;54720;0;0;0;0;0;39;406;0
81555;1998;39;1;20;68400;0;0;0;0;0;41;621;0
81555;1997;39;1;4;13680;0;0;0;0;0;15;130;0
81555;2008;14;0;6;22500;2;4;0;2;1;16;198;0
81555;2007;14;0;17;62940;9;8;0;2;1;52;540;0
81565;2000;94;12;11;37620;0;0;0;0;0;20;339;0
81565;1999;94;12;21;71820;0;0;0;0;0;40;615;0
81581;1982;56;1;7;23940;0;0;0;0;0;15;0;0
81594;1995;39;1;1;3600;0;0;0;0;0;2;22;0
81594;1994;38;1;4;13680;0;0;0;0;0;20;137;0
81594;1992;5;0;2;5760;0;1;0;0;0;5;49;0
81595;1973;1198;72;2;7200;0;2;0;0;0;15;74;0
81612;1968;3702;1;1;3600;0;0;0;0;0;3;0;0
81612;1966;3702;1;1;3600;0;0;0;0;0;8;0;0
81655;1995;107;12;11;37620;0;0;0;0;0;36;383;0
81655;1994;107;12;13;44460;0;0;0;0;0;47;490;0
81655;1998;57;1;16;54720;0;0;0;0;0;43;457;0
81655;1997;57;1;2;7200;0;0;0;0;0;4;71;0
81655;2010;14;0;9;25320;4;4;0;0;0;22;229;0
81655;2009;14;0;12;39360;6;6;0;3;1;27;298;0
81655;2007;27;0;1;120;0;0;0;1;0;0;0;0
81655;2001;14;0;2;5280;0;1;0;0;0;2;33;0
81655;2000;14;0;1;2220;0;0;0;0;0;3;17;0
81655;1999;14;0;18;70980;11;7;0;0;1;40;484;0
81658;1985;26;0;1;2400;0;1;0;0;0;5;22;0
81658;1984;25;0;1;3600;0;1;0;0;0;7;24;0
81658;1983;25;0;9;32580;5;4;0;0;0;25;224;0
81658;1982;25;0;4;14520;1;3;0;0;0;11;0;0
81658;1981;25;0;11;40020;4;7;0;1;0;38;0;0
81658;1980;25;0;5;17160;2;3;0;1;1;19;0;0
81658;1979;19;0;4;14460;1;3;0;0;0;14;0;0
81658;1978;19;0;2;6000;0;2;0;0;0;9;0;0
81658;1977;19;0;2;7200;0;2;0;1;0;7;0;0
81658;1976;19;0;1;3600;0;1;0;0;0;5;0;0
81658;1975;19;0;2;7200;0;2;0;0;0;3;0;0
81658;1973;19;0;1;3600;0;1;0;0;0;4;0;0
81686;1938;0;0;3;11280;1;2;0;0;1;8;0;0
81691;1981;65;1;3;10800;0;0;0;0;0;21;0;0
81691;1980;65;1;7;23940;0;0;0;0;0;19;0;0
81691;1978;65;1;4;13680;0;0;0;0;0;15;0;0
81694;1968;3;0;4;9240;0;2;0;0;0;11;0;0
81694;1966;3;0;4;10980;2;0;0;0;1;5;0;0
81694;1965;3;0;2;7200;0;2;0;1;0;8;0;0
81694;1964;3;0;5;19260;2;3;0;1;0;13;0;0
81694;1963;3;0;14;51000;8;6;0;1;2;30;0;0
81694;1962;3;0;10;36000;8;2;0;0;2;16;0;0
81694;1961;3;0;10;34740;6;3;0;0;0;22;0;0
81694;1960;3;0;3;10800;0;3;0;0;0;9;0;0
81694;1959;3;0;10;38700;4;6;0;0;0;31;0;0
81694;1958;3;0;12;44760;5;7;0;0;0;39;0;0
81729;1992;123;11;15;51300;0;0;0;0;0;48;0;0
81729;1991;121;11;10;34200;0;0;0;0;0;33;0;0
81729;1990;110;11;13;44460;0;0;0;0;0;47;0;0
81729;1989;110;11;10;34200;0;0;0;0;0;28;0;0
81729;2011;627;6;14;47880;0;0;0;0;0;25;431;0
81729;2010;627;6;6;20520;0;0;0;0;0;14;131;0
81729;2009;627;6;2;7200;0;0;0;0;0;7;68;0
81729;2008;627;6;9;30780;0;0;0;0;0;23;299;0
81729;2006;64;1;5;17100;0;0;0;0;0;8;143;0
81729;2001;16;0;1;0;0;0;0;0;0;0;0;0
81752;1948;5;0;5;18960;1;4;0;0;0;16;0;0
81752;1947;5;0;5;19020;1;4;0;0;0;20;0;0
81752;1946;5;0;5;20520;1;4;0;0;0;16;0;0
81752;1945;5;0;10;39060;5;5;0;0;0;29;0;0
81752;1942;5;0;9;33600;4;5;0;0;0;33;0;0
81752;1941;5;0;5;18420;2;3;0;0;0;16;0;0
81752;1940;5;0;11;40680;8;3;0;0;1;23;0;0
81752;1939;5;0;6;21600;2;4;0;0;0;15;0;0
81752;1938;5;0;12;51840;8;4;0;0;1;18;0;0
81760;1992;128;13;3;10800;0;0;0;0;0;8;86;0
81760;2000;40;1;19;64980;0;0;0;0;0;37;451;0
81760;1999;58;1;2;7200;0;0;0;0;0;11;67;0
81760;1997;58;1;6;20520;0;0;0;0;0;18;182;0
81760;1996;58;1;5;17100;0;0;0;0;0;11;147;0
81760;1995;58;1;12;41040;0;0;0;0;0;27;346;0
81763;1951;3;0;2;7200;0;2;0;0;0;7;0;0
81763;1950;3;0;8;29520;5;1;0;0;2;9;0;0
81763;1949;3;0;7;27000;3;4;0;0;3;10;0;0
81763;1948;3;0;9;34440;8;1;0;0;1;15;0;0
81763;1947;3;0;9;33420;8;1;0;0;1;20;0;0
81763;1946;3;0;11;40800;8;3;0;0;1;27;0;0
81763;1942;3;0;6;26340;2;4;0;0;0;20;0;0
81763;1941;3;0;13;46800;8;5;0;0;1;31;0;0
81763;1940;3;0;7;26280;3;4;0;0;0;15;0;0
81763;1939;3;0;10;39420;6;4;0;0;1;19;0;0
81763;1938;3;0;10;37020;5;5;0;0;2;20;0;0
81763;1937;3;0;7;27120;4;3;0;0;1;13;0;0
81763;1936;3;0;2;7980;0;2;0;0;0;5;0;0
81765;1975;39;1;3;10800;0;0;0;0;0;11;0;0
81765;1977;1200;72;2;2880;0;1;0;0;0;2;0;0
81765;1976;1197;72;3;10740;1;2;0;0;0;10;82;0
81767;1991;130;13;5;17100;0;0;0;0;0;13;186;0
81767;1990;130;13;4;13680;0;0;0;0;0;16;113;0
81767;1989;130;13;12;41040;0;0;0;0;0;46;380;0
81767;1992;40;1;4;13680;0;0;0;0;0;16;0;0
81767;2011;21;0;24;88260;14;9;0;5;1;52;629;0
81767;2009;21;0;5;17940;1;4;0;0;0;15;126;0
81767;2008;21;0;7;25620;3;4;0;0;1;17;239;0
81767;2007;21;0;5;18060;1;4;0;3;0;16;147;0
81767;2006;21;0;11;41280;5;6;0;1;1;28;332;0
81767;2005;21;0;9;31980;5;4;0;1;1;20;261;0
81767;2003;21;0;5;17880;1;4;0;1;0;13;133;0
81767;2002;21;0;24;89460;16;8;0;0;7;41;622;0
81767;2001;21;0;6;22860;2;4;0;0;1;9;145;0
81767;2000;21;0;25;90300;15;10;0;0;4;52;507;0
81767;1999;21;0;23;87000;16;7;0;0;2;39;537;0
81767;1998;21;0;7;25500;3;4;0;1;0;20;139;0
81767;1997;21;0;6;21960;2;4;0;1;0;12;164;0
81767;1996;21;0;10;39540;5;5;0;2;2;19;268;0
81767;1994;21;0;20;73320;16;4;0;0;3;34;463;0
81767;1993;21;0;17;70260;8;9;0;2;1;38;531;0
81767;1991;21;0;1;1920;0;1;0;0;0;3;15;0
81768;2003;87;12;10;34200;0;0;0;0;0;16;246;0
81768;2004;1518;10;5;17100;0;0;0;0;0;9;161;0
81768;2011;50;1;4;13680;0;0;0;0;0;9;108;0
81768;2006;62;1;1;3600;0;0;0;0;0;15;45;0
81769;1971;125;13;16;54720;0;0;0;0;0;41;526;0
81769;1987;24;0;4;12000;1;3;0;0;0;12;87;0
81769;1985;18;0;2;7200;0;2;0;0;0;12;79;0
81769;1983;18;0;4;13320;1;3;0;1;1;12;115;0
81769;1982;18;0;3;11580;0;3;0;0;0;13;0;0
81769;1981;18;0;17;65340;11;6;0;1;0;49;0;0
81769;1980;18;0;3;11100;0;3;0;0;0;13;0;0
81769;1978;1200;72;3;6840;0;2;0;0;0;14;0;0
81769;1977;1200;72;11;37320;5;5;0;1;1;38;0;0
81769;1976;1200;72;17;60420;12;5;0;0;1;55;465;0
81769;1975;1200;72;5;17940;1;4;0;1;0;22;0;0
81769;1974;1200;72;15;54360;8;7;0;0;1;48;550;0
81770;1981;56;1;3;10800;0;0;0;0;0;8;0;0
81770;1973;3708;1;5;17100;0;0;0;0;0;16;0;0
81770;1972;3708;1;3;10800;0;0;0;0;0;5;0;0
81770;1979;18;0;4;10800;1;3;0;1;0;11;0;0
81770;1978;18;0;3;10800;1;2;0;1;0;14;0;0
81770;1977;1198;72;5;16080;4;0;0;0;0;7;0;0
81776;1972;5;0;1;1200;0;0;0;0;0;3;0;0
81787;1970;3702;1;6;20520;0;0;0;0;0;17;0;0
81825;1986;139;13;14;47880;0;0;0;0;0;61;480;0
81825;1985;139;13;14;47880;0;0;0;0;0;57;491;0
81825;1984;137;13;2;7200;0;0;0;0;0;13;68;0
81825;1997;625;6;10;34200;0;0;0;0;0;27;303;0
81825;1996;625;6;8;27360;0;0;0;0;0;22;202;0
81825;1988;59;1;3;10800;0;0;0;0;0;14;0;0
81832;2013;35;0;9;28740;3;6;0;2;1;21;182;0
81832;2011;14;0;11;38520;5;6;0;2;0;37;326;0
81832;2010;26;0;4;14040;0;4;0;1;0;17;140;0
81832;2009;26;0;7;25140;3;4;0;2;0;24;255;0
81832;2006;30;0;5;16020;3;1;0;0;0;10;128;0
81832;2005;30;0;11;39540;6;4;0;2;3;16;285;0
81832;2004;42;1;7;23940;0;0;0;0;0;16;167;0
81832;2003;42;1;9;30780;0;0;0;0;0;26;286;0
81861;1985;119;11;4;13680;0;0;0;0;0;23;0;0
81861;1984;119;11;5;17100;0;0;0;0;0;27;0;0
81861;2005;29;0;3;6540;0;1;0;0;0;7;57;0
81861;2003;14;0;1;2400;0;0;0;0;0;1;9;0
81861;2001;26;0;5;17820;1;4;0;0;0;13;133;0
81861;1999;26;0;5;17760;1;4;0;1;0;16;167;0
81861;1997;14;0;5;16980;1;4;0;0;0;17;121;0
81861;1989;21;0;2;7500;0;2;0;0;0;8;57;0
81861;1987;21;0;17;60060;9;8;0;1;1;57;515;0
81942;1980;121;11;4;13680;0;0;0;0;0;17;0;0
81942;1985;59;1;6;20520;0;0;0;0;0;23;0;0
81953;1995;22;0;3;5820;0;1;0;0;0;10;39;0
81953;1994;22;0;7;21480;2;4;0;2;0;25;151;0
81967;1976;1202;72;1;840;0;1;0;0;0;3;6;0
81967;1972;16;0;3;8400;0;2;0;0;0;8;0;0
81967;1971;16;0;9;29940;4;5;0;1;0;26;0;0
81989;1973;56;1;10;34200;0;0;0;0;0;30;0;0
81993;1995;16;0;12;44820;6;6;0;0;1;36;378;0
81993;1994;16;0;2;1800;0;1;0;0;0;2;10;0
81993;1993;5;0;11;41880;5;6;0;0;0;34;308;0
81993;1991;12;0;7;26220;3;4;0;1;0;22;225;0
81993;1990;12;0;23;72300;14;7;0;2;1;61;571;0
81993;1989;12;0;7;24900;3;4;0;0;1;21;219;0
81993;1988;12;0;4;12660;1;3;0;0;0;16;121;0
81998;1994;138;13;5;17100;0;0;0;0;0;20;177;0
81998;1993;130;13;1;3600;0;0;0;0;0;15;52;0
81998;2008;637;6;5;17100;0;0;0;0;0;16;163;0
81998;2007;65;1;5;17100;0;0;0;0;0;19;136;0
81998;2006;65;1;19;64980;0;0;0;0;0;47;511;0
81998;2005;65;1;21;71820;0;0;0;0;0;42;609;0
81998;2004;42;1;8;27360;0;0;0;0;0;24;229;0
81998;2002;64;1;2;7200;0;0;0;0;0;4;52;0
81998;2001;64;1;5;17100;0;0;0;0;0;12;156;0
81998;2000;65;1;9;30780;0;0;0;0;0;13;271;0
81998;1999;65;1;2;7200;0;0;0;0;0;10;74;0
81998;1997;61;1;6;20520;0;0;0;0;0;19;192;0
81998;1996;36;1;1;3600;0;0;0;0;0;3;28;0
81998;1995;56;1;5;17100;0;0;0;0;0;22;145;0
81998;2009;481;22;12;41040;0;0;0;0;0;35;265;0
82006;2005;630;6;6;20520;0;0;0;0;0;16;178;0
82006;2006;518;5;9;30780;0;0;0;0;0;18;353;0
82006;1999;1872;5;9;30780;0;0;0;0;0;14;250;0
82006;1998;1872;5;11;37620;0;0;0;0;0;20;270;0
82006;1997;1872;5;10;34200;0;0;0;0;0;15;283;0
82006;1996;1872;5;10;34200;0;0;0;0;0;10;294;0
82006;1995;1872;5;13;44460;0;0;0;0;0;16;372;0
82006;1994;1872;5;11;37620;0;0;0;0;0;25;329;0
82006;2002;14;0;13;52020;6;7;0;1;2;31;339;0
82006;2001;14;0;4;13620;1;3;0;2;1;7;109;0
82006;2000;14;0;6;20820;2;4;0;0;0;18;165;0
82010;1988;88;12;4;13680;0;0;0;0;0;18;0;0
82010;1987;132;13;16;54720;0;0;0;0;0;50;490;0
82010;1986;132;13;8;27360;0;0;0;0;0;38;259;0
82010;2003;637;6;5;17100;0;0;0;0;0;12;126;0
82010;2002;637;6;5;17100;0;0;0;0;0;16;152;0
82010;2001;637;6;3;10800;0;0;0;0;0;9;0;0
82010;1993;65;1;11;37620;0;0;0;0;0;30;294;0
82010;1992;51;1;4;13680;0;0;0;0;0;14;0;0
82010;1991;51;1;7;23940;0;0;0;0;0;17;170;0
82010;2004;481;22;10;34200;0;0;0;0;0;23;348;0
82012;1935;6;0;3;17820;0;3;0;0;0;6;0;0
82012;1934;8;0;2;7440;0;1;1;0;1;1;0;0
82012;1933;0;0;2;7860;0;1;1;0;0;4;0;0
82012;1932;3;0;9;41160;4;5;0;0;2;18;0;0
82012;1931;3;0;7;26280;5;1;1;0;0;15;0;0
82012;1930;3;0;2;8340;0;1;1;0;0;4;0;0
82012;1928;3;0;4;15720;2;2;0;0;0;5;0;0
82012;1927;10;0;6;19260;2;2;1;0;1;8;0;0
82012;1926;10;0;2;7200;0;1;1;0;1;3;0;0
82014;1967;3705;1;1;3600;0;0;0;0;0;6;0;0
82014;1964;3705;1;9;30780;0;0;0;0;0;17;0;0
82014;1967;3704;1;1;3600;0;0;0;0;0;6;0;0
82014;1964;3704;1;9;30780;0;0;0;0;0;17;0;0
82014;1963;65;1;6;20520;0;0;0;0;0;28;0;0
